Year,Location,Gender,Position,Name,Nationality,Continent,Time_Taken,Notes
1976,Montreal,Men,60,"Lucio Guachalla",Bolivia,"South America",2:45:31,""
1980,Moscow,Men,1,"Waldemar Cierpinski","East Germany",Europe,2:11:03,""
1980,Moscow,Men,2,"Gerard Nijboer",Netherlands,Europe,2:11:20,""
1980,Moscow,Men,3,"Satymkul Dzhumanazarov","Soviet Union",Europe,2:11:35,""
1980,Moscow,Men,4,"Vladimir Kotov","Soviet Union",Europe,2:12:05,""
1980,Moscow,Men,5,"Leonid Moseyev","Soviet Union",Europe,2:12:14,""
1980,Moscow,Men,6,"Rodolfo Gómez",Mexico,"North America",2:12:39,""
1980,Moscow,Men,7,"Dereje Nedi",Ethiopia,Africa,2:12:44,""
1980,Moscow,Men,8,"Massimo Magnani",Italy,Europe,2:13:12,""
1980,Moscow,Men,9,"Karel Lismont",Belgium,Europe,2:13:27,""
1980,Moscow,Men,10,"Robert de Castella",Australia,Oceania,2:14:31,""
1980,Moscow,Men,11,"Hans-Joachim Truppel","East Germany",Europe,2:14:55,""
1980,Moscow,Men,12,"Ferenc Szekeres",Hungary,Europe,2:15:18,""
1980,Moscow,Men,13,"Marc Smet",Belgium,Europe,2:16:00,""
1980,Moscow,Men,14,"Emmanuel Ndiemandoi",Tanzania,Africa,2:16:47,""
1980,Moscow,Men,15,"Gidamis Shahanga",Tanzania,Africa,2:16:47,""
1980,Moscow,Men,16,"Anacleto Pinto",Portugal,Europe,2:17:04,""
1980,Moscow,Men,17,"Domingo Tibaduiza",Colombia,"South America",2:17:06,""
1980,Moscow,Men,18,"Rik Schoofs",Belgium,Europe,2:17:28,""
1980,Moscow,Men,19,"Kjell-Erik Ståhl",Sweden,Europe,2:17:44,""
1980,Moscow,Men,20,"Michael Koussis",Greece,Europe,2:18:02,""
1980,Moscow,Men,21,"Jürgen Eberding","East Germany",Europe,2:18:04,""
1980,Moscow,Men,22,"Eleuterio Antón",Spain,Europe,2:18:16,""
1980,Moscow,Men,23,"Leodigard Martin",Tanzania,Africa,2:18:21,""
1980,Moscow,Men,24,"Moges Alemayehu",Ethiopia,Africa,2:18:40,""
1980,Moscow,Men,25,"Jules Randrianarivelo",Madagascar,Africa,2:19:23,""
1980,Moscow,Men,26,"Zbigniew Pierzynka",Poland,Europe,2:20:03,""
1980,Moscow,Men,27,"Koh Chun-Son","North Korea",Asia,2:20:08,""
1980,Moscow,Men,28,"Chris Wardlaw",Australia,Oceania,2:20:42,""
1980,Moscow,Men,29,"Li Jong-hyung","North Korea",Asia,2:21:10,""
1980,Moscow,Men,30,"Tommy Persson",Sweden,Europe,2:21:11,""
1980,Moscow,Men,31,"Hari Chand",India,Asia,2:22:08,""
1980,Moscow,Men,32,"Håkan Spik",Finland,Europe,2:22:24,""
1980,Moscow,Men,33,"Choe Chang-Sop","North Korea",Asia,2:22:42,""
1980,Moscow,Men,34,"Luis Barbosa",Colombia,"South America",2:22:58,""
1980,Moscow,Men,35,"Marco Marchei",Italy,Europe,2:23:21,""
1980,Moscow,Men,36,"Vincent Rakabaele",Lesotho,Africa,2:23:29,""
1980,Moscow,Men,37,"Baikuntha Manandhar",Nepal,Asia,2:23:51,""
1980,Moscow,Men,38,"Dick Hooper",Ireland,Europe,2:23:53,""
1980,Moscow,Men,39,"Josef Steiner",Austria,Europe,2:24:24,""
1980,Moscow,Men,40,"Joseph Peter",Switzerland,Europe,2:24:53,""
1980,Moscow,Men,41,"Cor Vriend",Netherlands,Europe,2:26:41,""
1980,Moscow,Men,42,"Pat Hooper",Ireland,Europe,2:30:28,""
1980,Moscow,Men,43,"Buumba Halwand",Zambia,Africa,2:36:51,""
1980,Moscow,Men,44,"Issa Chetoui",Libya,Africa,2:38:01,""
1980,Moscow,Men,45,"Mukunda Hari Shrestha",Nepal,Asia,2:38:52,""
1980,Moscow,Men,46,"Baba Ibrahim Suma-Keita","Sierra Leone",Africa,2:41:20,""
1980,Moscow,Men,47,"Soe Khin",Burma,Asia,2:41:41,""
1980,Moscow,Men,48,"Damiano Musonda",Zambia,Africa,2:42:11,""
1980,Moscow,Men,49,"Enemri Najem Al-Marghani",Libya,Africa,2:42:27,""
1980,Moscow,Men,50,"Nguyễn Quyễn",Vietnam,Asia,2:44:37,""
1980,Moscow,Men,51,"Tapfumaneyi Jonga",Zimbabwe,Africa,2:47:17,""
1980,Moscow,Men,52,"Emmanuel M'Pioh","Republic of the Congo",Africa,2:48:17,""
1980,Moscow,Men,53,"Abel Nkhoma",Zimbabwe,Africa,2:53:35,""
1984,"Los Angeles",Men,1,"Carlos Lopes",Portugal,Europe,2:09:21,OR
1984,"Los Angeles",Men,2,"John Treacy",Ireland,Europe,2:09:56,""
1984,"Los Angeles",Men,3,"Charlie Spedding","Great Britain",Europe,2:09:58,""
1984,"Los Angeles",Men,4,"Takeshi So",Japan,Asia,2:10:55,""
1984,"Los Angeles",Men,5,"Robert de Castella",Australia,Oceania,2:11:09,""
1984,"Los Angeles",Men,6,"Juma Ikangaa",Tanzania,Africa,2:11:10,""
1984,"Los Angeles",Men,7,"Joseph Nzau",Kenya,Africa,2:11:28,""
1984,"Los Angeles",Men,8,"Djama Robleh",Djibouti,Africa,2:11:39,""
1984,"Los Angeles",Men,9,"Jerry Kiernan",Ireland,Europe,2:12:20,""
1984,"Los Angeles",Men,10,"Rod Dixon","New Zealand",Oceania,2:12:57,""
1984,"Los Angeles",Men,11,"Pete Pfitzinger","United States","North America",2:13:53,""
1984,"Los Angeles",Men,12,"Hugh Jones","Great Britain",Europe,2:13:57,""
1984,"Los Angeles",Men,13,"Jorge González","Puerto Rico","North America",2:14:00,""
1984,"Los Angeles",Men,14,"Toshihiko Seko",Japan,Asia,2:14:13,""
1984,"Los Angeles",Men,15,"Alberto Salazar","United States","North America",2:14:19,""
1984,"Los Angeles",Men,16,"Mehmet Terzi",Turkey,Asia,2:14:20,""
1984,"Los Angeles",Men,17,"Shigeru So",Japan,Asia,2:14:38,""
1984,"Los Angeles",Men,18,"Ralf Salzmann","West Germany",Europe,2:15:29,""
1984,"Los Angeles",Men,19,"Henrik Jørgensen",Denmark,Europe,2:15:55,""
1984,"Los Angeles",Men,20,"Hussein Ahmed Salah",Djibouti,Africa,2:15:59,""
1984,"Los Angeles",Men,21,"Agapius Masong",Tanzania,Africa,2:16:25,""
1984,"Los Angeles",Men,22,"Gidamis Shahanga",Tanzania,Africa,2:16:27,""
1984,"Los Angeles",Men,23,"Eloi Schleder",Brazil,"South America",2:16:35,""
1984,"Los Angeles",Men,24,"Karel Lismont",Belgium,Europe,2:17:07,""
1984,"Los Angeles",Men,25,"Allan Zachariasen",Denmark,Europe,2:17:10,""
1984,"Los Angeles",Men,26,"Michail Koussis",Greece,Europe,2:17:38,""
1984,"Los Angeles",Men,27,"Pertti Tiainen",Finland,Europe,2:17:43,""
1984,"Los Angeles",Men,28,"Alain Lazare",France,Europe,2:17:52,""
1984,"Los Angeles",Men,29,"Vincent Ruguga",Uganda,Africa,2:17:54,""
1984,"Los Angeles",Men,30,"Armand Parmentier",Belgium,Europe,2:18:10,""
1984,"Los Angeles",Men,31,"César Mercado","Puerto Rico","North America",2:19:09,""
1984,"Los Angeles",Men,32,"Omar Abdillahi Charmarke",Djibouti,Africa,2:19:11,""
1984,"Los Angeles",Men,33,"Øyvind Dahl",Norway,Europe,2:19:28,""
1984,"Los Angeles",Men,34,"Derek Froude","New Zealand",Oceania,2:19:44,""
1984,"Los Angeles",Men,35,"Giovanni d'Aleo",Italy,Europe,2:20:12,""
1984,"Los Angeles",Men,36,"Jesús Herrera",Mexico,"North America",2:20:33,""
1984,"Los Angeles",Men,37,"Lee Hong-yeol","South Korea",Asia,2:20:56,""
1984,"Los Angeles",Men,38,"Juan Camacho",Bolivia,"South America",2:21:04,""
1984,"Los Angeles",Men,39,"Cor Vriend",Netherlands,Europe,2:21:08,""
1984,"Los Angeles",Men,40,"Frans Ntaole",Lesotho,Africa,2:21:09,""
1984,"Los Angeles",Men,41,"Johan Geirnaert",Belgium,Europe,2:21:35,""
1984,"Los Angeles",Men,42,"Jacques Boxberger",France,Europe,2:22:00,""
1984,"Los Angeles",Men,43,"Marco Marchei",Italy,Europe,2:22:38,""
1984,"Los Angeles",Men,44,"Art Boileau",Canada,"North America",2:22:43,""
1984,"Los Angeles",Men,45,"Samuel Hlawe",Swaziland,Africa,2:22:45,""
1984,"Los Angeles",Men,46,"Baikuntha Manandhar",Nepal,Asia,2:22:52,""
1984,"Los Angeles",Men,47,"Ahmed Mohamed Ismail",Somalia,Africa,2:23:27,""
1984,"Los Angeles",Men,48,"Chae Hong-nak","South Korea",Asia,2:23:33,""
1984,"Los Angeles",Men,49,"Joseph Otieno",Kenya,Africa,2:24:13,""
1984,"Los Angeles",Men,50,"Bruno Lafranchi",Switzerland,Europe,2:24:38,""
1984,"Los Angeles",Men,51,"Dick Hooper",Ireland,Europe,2:24:41,""
1984,"Los Angeles",Men,52,"Derick Adamson",Jamaica,"North America",2:25:02,""
1984,"Los Angeles",Men,53,"Claudio Cabán","Puerto Rico","North America",2:27:16,""
1984,"Los Angeles",Men,54,"Marc Agosta",Luxembourg,Europe,2:27:41,""
1984,"Los Angeles",Men,55,"Wilson Theleso",Botswana,Africa,2:29:20,""
1984,"Los Angeles",Men,56,"Alejandro Silva",Chile,"South America",2:29:53,""
1984,"Los Angeles",Men,57,"Chen Chang-ming","Chinese Taipei",Asia,2:29:53,""
1984,"Los Angeles",Men,58,"Kim Won-sik","South Korea",Asia,2:30:57,""
1984,"Los Angeles",Men,59,"Rubén Aguiar",Argentina,"South America",2:31:18,""
1984,"Los Angeles",Men,60,"Sabag Shemtov",Israel,Asia,2:31:34,""
1984,"Los Angeles",Men,61,"Vincent Rakabaele",Lesotho,Africa,2:32:15,""
1984,"Los Angeles",Men,62,"Marios Kassianidis",Cyprus,Asia,2:32:51,""
1984,"Los Angeles",Men,63,"Arjun Pandit",Nepal,Asia,2:32:53,""
1984,"Los Angeles",Men,64,"Ismael Mahmoud Ghassab",Jordan,Asia,2:33:30,""
1984,"Los Angeles",Men,65,"Alain Bordeleau",Canada,"North America",2:34:27,""
1984,"Los Angeles",Men,66,"Tau John Tokwepota","Papua New Guinea",Oceania,2:36:36,""
1984,"Los Angeles",Men,67,"Patric Nyambariro-Nhauro",Zimbabwe,Africa,2:37:18,""
1984,"Los Angeles",Men,68,"Kimurgor Ngeny",Kenya,Africa,2:37:19,""
1984,"Los Angeles",Men,69,"Amiri Yadav",Nepal,Asia,2:38:10,""
1984,"Los Angeles",Men,70,"Adolphe Ambowode","Central African Republic",Africa,2:41:26,""
1984,"Los Angeles",Men,71,"Carlos Ávila",Honduras,"North America",2:42:03,""
1984,"Los Angeles",Men,72,"Jules Randrianarivelo",Madagascar,Africa,2:43:05,""
1984,"Los Angeles",Men,73,"Abdul Lahij Ahmed",Somalia,Africa,2:44:39,""
1984,"Los Angeles",Men,74,"George Mambosasa",Malawi,Africa,2:46:14,""
1984,"Los Angeles",Men,75,"Marlon Williams","Virgin Islands","North America",2:46:50,""
1984,"Los Angeles",Men,76,"Johnson Mbangiwa",Botswana,Africa,2:48:12,""
1984,"Los Angeles",Men,77,"Leonardo Illut",Philippines,Asia,2:49:39,""
1984,"Los Angeles",Men,78,"Dieudonné LaMothe",Haiti,"North America",2:52:18,""
1988,Seoul,Men,1,"Gelindo Bordin",Italy,Europe,2:10:32,""
1988,Seoul,Men,2,"Douglas Wakiihuri",Kenya,Africa,2:10:47,""
1988,Seoul,Men,3,"Hussein Ahmed Salah",Djibouti,Africa,2:10:59,""
1988,Seoul,Men,4,"Takeyuki Nakayama",Japan,Asia,2:11:05,""
1988,Seoul,Men,5,"Steve Moneghetti",Australia,Oceania,2:11:49,""
1988,Seoul,Men,6,"Charlie Spedding","Great Britain",Europe,2:12:19,""
1988,Seoul,Men,7,"Juma Ikangaa",Tanzania,Africa,2:13:06,""
1988,Seoul,Men,8,"Robert de Castella",Australia,Oceania,2:13:07,""
1988,Seoul,Men,9,"Toshihiko Seko",Japan,Asia,2:13:41,""
1988,Seoul,Men,10,"Ravil Kashapov","Soviet Union",Europe,2:13:49,""
1988,Seoul,Men,11,"Jesús Herrera",Mexico,"North America",2:13:58,""
1988,Seoul,Men,12,"John Campbell","New Zealand",Oceania,2:14:08,""
1988,Seoul,Men,13,"Gerard Nijboer",Netherlands,Europe,2:14:40,""
1988,Seoul,Men,14,"Pete Pfitzinger","United States","North America",2:14:44,""
1988,Seoul,Men,15,"Marti ten Kate",Netherlands,Europe,2:14:53,""
1988,Seoul,Men,16,"Orlando Pizzolato",Italy,Europe,2:15:20,""
1988,Seoul,Men,17,"Hisatoshi Shintaku",Japan,Asia,2:15:42,""
1988,Seoul,Men,18,"Kim Won-Tak","South Korea",Asia,2:15:44,""
1988,Seoul,Men,19,"Gianni Poli",Italy,Europe,2:16:07,""
1988,Seoul,Men,20,"Dieudonné LaMothe",Haiti,"North America",2:16:15,""
1988,Seoul,Men,21,"Dave Long","Great Britain",Europe,2:16:18,""
1988,Seoul,Men,22,"Henrik Jørgensen",Denmark,Europe,2:16:40,""
1988,Seoul,Men,23,"Ralf Salzmann","West Germany",Europe,2:16:54,""
1988,Seoul,Men,24,"Dick Hooper",Ireland,Europe,2:17:16,""
1988,Seoul,Men,25,"Miroslavo Vindiš",Yugoslavia,Europe,2:17:47,""
1988,Seoul,Men,26,"Cai Shangyan",China,Asia,2:17:54,""
1988,Seoul,Men,27,"Joaquim Silva",Portugal,Europe,2:18:05,""
1988,Seoul,Men,28,"Art Boileau",Canada,"North America",2:18:20,""
1988,Seoul,Men,29,"Ed Eyestone","United States","North America",2:19:09,""
1988,Seoul,Men,30,"Noureddine Sobhi",Morocco,Africa,2:19:56,""
1988,Seoul,Men,31,"Yu Jae-seong","South Korea",Asia,2:20:11,""
1988,Seoul,Men,32,"Mehmet Terzi",Turkey,Asia,2:20:12,""
1988,Seoul,Men,33,"Kevin Forster","Great Britain",Europe,2:20:45,""
1988,Seoul,Men,34,"Bigboy Josie Matlapeng",Botswana,Africa,2:20:51,""
1988,Seoul,Men,35,"Allaoua Khellil",Algeria,Africa,2:21:12,""
1988,Seoul,Men,36,"Justin Gloden",Luxembourg,Europe,2:22:14,""
1988,Seoul,Men,37,"Alexandre Gonzalez",France,Europe,2:22:24,""
1988,Seoul,Men,38,"Zhang Guowei",China,Asia,2:22:49,""
1988,Seoul,Men,39,"Pedro Ortiz",Colombia,"South America",2:23:34,""
1988,Seoul,Men,40,"Ronald Lanzoni","Costa Rica","North America",2:23:45,""
1988,Seoul,Men,41,"Bradley Camp",Australia,Oceania,2:23:49,""
1988,Seoul,Men,42,"Adolphe Ambowode","Central African Republic",Africa,2:23:52,""
1988,Seoul,Men,43,"John Burra",Tanzania,Africa,2:24:17,""
1988,Seoul,Men,44,"Samuel Hlawe",Swaziland,Africa,2:24:42,""
1988,Seoul,Men,45,"Juan Amores","Costa Rica","North America",2:24:49,""
1988,Seoul,Men,46,"Peter Maher",Canada,"North America",2:24:49,""
1988,Seoul,Men,47,"Abdou Manzo",Niger,Africa,2:25:05,""
1988,Seoul,Men,48,"Diamantino dos Santos",Brazil,"South America",2:25:13,""
1988,Seoul,Men,49,"Omar Moussa",Djibouti,Africa,2:25:25,""
1988,Seoul,Men,50,"Carlos Retiz",Mexico,"North America",2:25:34,""
1988,Seoul,Men,51,"Gary Fanelli","American Samoa",Oceania,2:25:35,""
1988,Seoul,Men,52,"John Woods",Ireland,Europe,2:25:38,""
1988,Seoul,Men,53,"Gideon Mthembu",Swaziland,Africa,2:25:56,""
1988,Seoul,Men,54,"Baikuntha Manandhar",Nepal,Asia,2:25:57,""
1988,Seoul,Men,55,"Karel David",Czechoslovakia,Europe,2:26:12,""
1988,Seoul,Men,56,"Ivo Rodrigues",Brazil,"South America",2:26:27,""
1988,Seoul,Men,57,"Martín Mondragón",Mexico,"North America",2:27:10,""
1988,Seoul,Men,58,"Vusie Dlamini",Swaziland,Africa,2:28:06,""
1988,Seoul,Men,59,"Inni Aboubacar",Niger,Africa,2:28:15,""
1988,Seoul,Men,60,"Yohanna Waziri",Nigeria,Africa,2:29:14,""
1988,Seoul,Men,61,"Noheku Nteso",Lesotho,Africa,2:29:44,""
1988,Seoul,Men,62,"Benjamin Longiros",Uganda,Africa,2:30:29,""
1988,Seoul,Men,63,"Vincent Ruguga",Uganda,Africa,2:31:04,""
1988,Seoul,Men,64,"Alfonso Abellán",Spain,Europe,2:31:10,""
1988,Seoul,Men,65,"Vithanakande Samarasinghe","Sri Lanka",Asia,2:31:29,""
1988,Seoul,Men,66,"Tika Bogati",Nepal,Asia,2:31:49,""
1988,Seoul,Men,67,"Dave Edge",Canada,"North America",2:32:19,""
1988,Seoul,Men,68,"Luis López","Costa Rica","North America",2:32:43,""
1988,Seoul,Men,69,"Juan Camacho",Bolivia,"South America",2:34:41,""
1988,Seoul,Men,70,"Abbas Mohamed",Nigeria,Africa,2:35:26,""
1988,Seoul,Men,71,"Ahmet Altun",Turkey,Asia,2:37:44,""
1988,Seoul,Men,72,"James Gombedza",Zimbabwe,Africa,2:38:13,""
1988,Seoul,Men,73,"Kamana Koji",Zaire,Africa,2:38:34,""
1988,Seoul,Men,74,"João Carvalho",Angola,Africa,2:40:45,""
1988,Seoul,Men,75,"Aaron Dupnai","Papua New Guinea",Oceania,2:41:47,""
1988,Seoul,Men,76,"Bineshwar Prasad",Fiji,Oceania,2:41:50,""
1988,Seoul,Men,77,"Calvin Dallas","Virgin Islands","North America",2:42:19,""
1988,Seoul,Men,78,"Telesphore Dusabe",Rwanda,Africa,2:42:52,""
1988,Seoul,Men,79,"Eugène Muslar",Belize,"North America",2:43:29,""
1988,Seoul,Men,80,"Hassan Karimou",Niger,Africa,2:43:51,""
1988,Seoul,Men,81,"Wallace Williams","Virgin Islands","North America",2:44:40,""
1988,Seoul,Men,82,"Mohala Mohloli",Lesotho,Africa,2:44:44,""
1988,Seoul,Men,83,"Awadh Shaban Al-Sameer",Oman,Asia,2:46:59,""
1988,Seoul,Men,84,"Derick Adamson",Jamaica,"North America",2:47:57,""
1988,Seoul,Men,85,"Krishna Bahadur Basnet",Nepal,Asia,2:47:57,""
1988,Seoul,Men,86,"Fred Schumann",Guam,Oceania,2:49:52,""
1988,Seoul,Men,87,"John Mwathiwa",Malawi,Africa,2:51:43,""
1988,Seoul,Men,88,"Marlon Williams","Virgin Islands","North America",2:52:06,""
1988,Seoul,Men,89,"Kaleka Mutoke",Zaire,Africa,2:55:21,""
1988,Seoul,Men,90,"James Walker",Guam,Oceania,2:56:32,""
1988,Seoul,Men,91,"Mohiddin Mohamed Kulmiye",Somalia,Africa,2:58:10,""
1988,Seoul,Men,92,"Fred Ogwang",Uganda,Africa,2:59:35,""
1988,Seoul,Men,93,"Naser Babapour",Iran,Asia,3:00:20,""
1988,Seoul,Men,94,"Ricardo Taitano",Guam,Oceania,3:03:19,""
1988,Seoul,Men,95,"Baba Ibrahim Suma-Keita","Sierra Leone",Africa,3:04:00,""
1988,Seoul,Men,96,"Alassane Bah",Guinea,Africa,3:06:27,""
1988,Seoul,Men,97,"Nguyễn Văn Thuyết",Vietnam,Asia,3:10:57,""
1988,Seoul,Men,98,"Polin Belisle",Belize,"North America",3:14:02,""
1992,Barcelona,Men,1,"Hwang Young-Cho","South Korea",Asia,2:13:23,""
1992,Barcelona,Men,2,"Kōichi Morishita",Japan,Asia,2:13:45,""
1992,Barcelona,Men,3,"Stephan Freigang",Germany,Europe,2:14:00,""
1992,Barcelona,Men,4,"Takeyuki Nakayama",Japan,Asia,2:14:02,""
1992,Barcelona,Men,5,"Salvatore Bettiol",Italy,Europe,2:14:15,""
1992,Barcelona,Men,6,"Salah Kokaich",Morocco,Africa,2:14:25,""
1992,Barcelona,Men,7,"Jan Huruk",Poland,Europe,2:14:32,""
1992,Barcelona,Men,8,"Hiromi Taniguchi",Japan,Asia,2:14:42,""
1992,Barcelona,Men,9,"Diego García",Spain,Europe,2:14:56,""
1992,Barcelona,Men,10,"Kim Jae-Ryong","South Korea",Asia,2:15:01,""
1992,Barcelona,Men,11,"Harri Hänninen",Finland,Europe,2:15:19,""
1992,Barcelona,Men,12,"Steve Spence","United States","North America",2:15:21,""
1992,Barcelona,Men,13,"Ed Eyestone","United States","North America",2:15:23,""
1992,Barcelona,Men,14,"Boniface Merande",Kenya,Africa,2:15:46,""
1992,Barcelona,Men,15,"Bert van Vlaanderen",Netherlands,Europe,2:15:47,""
1992,Barcelona,Men,16,"Rex Wilson","New Zealand",Oceania,2:15:51,""
1992,Barcelona,Men,17,"Bob Kempainen","United States","North America",2:15:53,""
1992,Barcelona,Men,18,"Rodrigo Gavela",Spain,Europe,2:16:23,""
1992,Barcelona,Men,19,"Karel David",Czechoslovakia,Europe,2:16:34,""
1992,Barcelona,Men,20,"Leszek Beblo",Poland,Europe,2:16:38,""
1992,Barcelona,Men,21,"Wiesław Perszke",Poland,Europe,2:16:38,""
1992,Barcelona,Men,22,"Yakov Tolstikov","Unified Team",Other,2:17:04,""
1992,Barcelona,Men,23,"Tena Negere",Ethiopia,Africa,2:17:07,""
1992,Barcelona,Men,24,"Osmiro Silva",Brazil,"South America",2:17:16,""
1992,Barcelona,Men,25,"Abel Mokibe","South Africa",Africa,2:17:24,""
1992,Barcelona,Men,26,"Robert de Castella",Australia,Oceania,2:17:44,""
1992,Barcelona,Men,27,"Steve Brace","Great Britain",Europe,2:17:49,""
1992,Barcelona,Men,28,"Kim Wan-gi","South Korea",Asia,2:18:32,""
1992,Barcelona,Men,29,"Isidro Rico",Mexico,"North America",2:18:52,""
1992,Barcelona,Men,30,"Hussein Ahmed Salah",Djibouti,Africa,2:19:04,""
1992,Barcelona,Men,31,"Dominique Chauvelier",France,Europe,2:19:09,""
1992,Barcelona,Men,32,"José Montiel",Spain,Europe,2:19:15,""
1992,Barcelona,Men,33,"Thabiso Moqhali",Lesotho,Africa,2:19:28,""
1992,Barcelona,Men,34,"Juma Ikangaa",Tanzania,Africa,2:19:34,""
1992,Barcelona,Men,35,"Derek Froude","New Zealand",Oceania,2:19:37,""
1992,Barcelona,Men,36,"Douglas Wakiihuri",Kenya,Africa,2:19:38,""
1992,Barcelona,Men,37,"Ibrahim Hussein",Kenya,Africa,2:19:49,""
1992,Barcelona,Men,38,"Gyula Borka",Hungary,Europe,2:20:46,""
1992,Barcelona,Men,39,"Dave Long","Great Britain",Europe,2:20:51,""
1992,Barcelona,Men,40,"Mirko Vindiš",Slovenia,Europe,2:21:03,""
1992,Barcelona,Men,41,"Paul Davies-Hale","Great Britain",Europe,2:21:15,""
1992,Barcelona,Men,42,"Elphas Ginindza",Swaziland,Africa,2:21:15,""
1992,Barcelona,Men,43,"Rolando Vera",Ecuador,"South America",2:21:30,""
1992,Barcelona,Men,44,"Alessio Faustini",Italy,Europe,2:21:37,""
1992,Barcelona,Men,45,"Luis Soares",France,Europe,2:21:57,""
1992,Barcelona,Men,46,"Paul Kuété",Cameroon,Africa,2:22:43,""
1992,Barcelona,Men,47,"Helmut Schmuck",Austria,Europe,2:23:38,""
1992,Barcelona,Men,48,"Steve Moneghetti",Australia,Oceania,2:23:42,""
1992,Barcelona,Men,49,"Konrad Dobler",Germany,Europe,2:23:44,""
1992,Barcelona,Men,50,"Ralombo Mwenze",Zaire,Africa,2:23:47,""
1992,Barcelona,Men,51,"John Treacy",Ireland,Europe,2:24:11,""
1992,Barcelona,Men,52,"Herman Suizo",Philippines,Asia,2:25:18,""
1992,Barcelona,Men,53,"Peter Reynierse",Aruba,"North America",2:25:31,""
1992,Barcelona,Men,54,"Nelson Zamora",Uruguay,"South America",2:25:32,""
1992,Barcelona,Men,55,"Daniel Böltz",Switzerland,Europe,2:25:50,""
1992,Barcelona,Men,56,"Joseildo da Silva",Brazil,"South America",2:26:00,""
1992,Barcelona,Men,57,"Juan Camacho",Bolivia,"South America",2:26:01,""
1992,Barcelona,Men,58,"Cephas Matafi",Zimbabwe,Africa,2:26:17,""
1992,Barcelona,Men,59,"Mohamed Selmi",Algeria,Africa,2:26:56,""
1992,Barcelona,Men,60,"Ildephonse Sehirwa",Rwanda,Africa,2:27:44,""
1992,Barcelona,Men,61,"Zerehune Gizaw",Ethiopia,Africa,2:28:25,""
1992,Barcelona,Men,62,"Jaime Ojeda",Chile,"South America",2:28:39,""
1992,Barcelona,Men,63,"Smartex Tambala",Malawi,Africa,2:29:02,""
1992,Barcelona,Men,64,"Pascal Zilliox",France,Europe,2:30:02,""
1992,Barcelona,Men,65,"Luis López","Costa Rica","North America",2:30:26,""
1992,Barcelona,Men,66,"Gian Luigi Macina","San Marino",Europe,2:30:45,""
1992,Barcelona,Men,67,"Abdou Manzo",Niger,Africa,2:31:15,""
1992,Barcelona,Men,68,"Roland Willie",Liechtenstein,Europe,2:31:32,""
1992,Barcelona,Men,69,"Frank Kayele",Namibia,Africa,2:31:41,""
1992,Barcelona,Men,70,"Hari Bahadur Rokaya",Nepal,Asia,2:32:26,""
1992,Barcelona,Men,71,"Kuruppu Karunaratne","Sri Lanka",Asia,2:32:26,""
1992,Barcelona,Men,72,"Tommy Hughes",Ireland,Europe,2:32:55,""
1992,Barcelona,Men,73,"William Aguirre",Nicaragua,"North America",2:34:18,""
1992,Barcelona,Men,74,"Ferdinand Amadi","Central African Republic",Africa,2:35:39,""
1992,Barcelona,Men,75,"Mohamed Khamis Taher",Libya,Africa,2:35:46,""
1992,Barcelona,Men,76,"Dieudonné LaMothe",Haiti,"North America",2:36:11,""
1992,Barcelona,Men,77,"Myint Kan",Myanmar,Asia,2:37:39,""
1992,Barcelona,Men,78,"Calvin Dallas","Virgin Islands","North America",2:38:11,""
1992,Barcelona,Men,79,"Saad Mubarak Ali",Bahrain,Asia,2:39:19,""
1992,Barcelona,Men,80,"Ryu Ok-hyon","North Korea",Asia,2:40:51,""
1992,Barcelona,Men,81,"Alain Razahasoa",Madagascar,Africa,2:41:41,""
1992,Barcelona,Men,82,"Michael Lopeyok",Uganda,Africa,2:42:54,""
1992,Barcelona,Men,83,"Benjamin Keleketu",Botswana,Africa,2:45:57,""
1992,Barcelona,Men,84,"Moussa El-Hariri",Syria,Asia,2:47:06,""
1992,Barcelona,Men,85,"Lưu Văn Hùng",Vietnam,Asia,2:56:42,""
1992,Barcelona,Men,86,"Hussein Haleem",Maldives,Asia,3:04:16,""
1992,Barcelona,Men,87,"Pyambuugiin Tuul",Mongolia,Asia,4:00:44,""
1996,Atlanta,Men,1,"Josia Thugwane","South Africa",Africa,2:12:36,""
1996,Atlanta,Men,2,"Lee Bong-ju","South Korea",Asia,2:12:39,""
1996,Atlanta,Men,3,"Erick Wainaina",Kenya,Africa,2:12:44,""
1996,Atlanta,Men,4,"Martín Fiz",Spain,Europe,2:13:20,""
1996,Atlanta,Men,5,"Richard Nerurkar","Great Britain",Europe,2:13:39,""
1996,Atlanta,Men,6,"Germán Silva",Mexico,"North America",2:14:29,""
1996,Atlanta,Men,7,"Steve Moneghetti",Australia,Oceania,2:14:35,""
1996,Atlanta,Men,8,"Benjamín Paredes",Mexico,"North America",2:14:55,""
1996,Atlanta,Men,9,"Danilo Goffi",Italy,Europe,2:15:08,""
1996,Atlanta,Men,10,"Luíz Antônio dos Santos",Brazil,"South America",2:15:55,""
1996,Atlanta,Men,11,"Carlos Grisales",Colombia,"South America",2:15:56,""
1996,Atlanta,Men,12,"Kim Yi-Yong","South Korea",Asia,2:16:17,""
1996,Atlanta,Men,13,"Tendai Chimusasa",Zimbabwe,Africa,2:16:31,""
1996,Atlanta,Men,14,"António Pinto",Portugal,Europe,2:16:41,""
1996,Atlanta,Men,15,"Dionicio Cerón",Mexico,"North America",2:16:48,""
