Year,Location,Gender,Position,Name,Nationality,Continent,Time_Taken,Notes
2008,Beijing,Women,46,"Ana Dias",Portugal,Europe,2:36:25,""
2008,Beijing,Women,47,"Nebiat Habtemariam",Eritrea,Africa,2:37:03,""
2008,Beijing,Women,48,"Jo Bun-Hui","North Korea",Asia,2:37:04,""
2008,Beijing,Women,49,"Tabitha Tsatsa",Zimbabwe,Africa,2:37:10,""
2008,Beijing,Women,50,"Bahar Doğan",Turkey,Asia,2:37:12,PB
2008,Beijing,Women,51,"Marily dos Santos",Brazil,"South America",2:38:10,""
2008,Beijing,Women,52,"Susanne Hahn",Germany,Europe,2:38:31,""
2008,Beijing,Women,53,"Chae Eun-Hee","South Korea",Asia,2:38:52,""
2008,Beijing,Women,54,"Alessandra Aguilar",Spain,Europe,2:39:29,""
2008,Beijing,Women,55,"Patricia Rétiz",Mexico,"North America",2:39:34,""
2008,Beijing,Women,56,"Lee Sun-Young","South Korea",Asia,2:43:23,""
2008,Beijing,Women,57,"Eva-Maria Gradwohl",Austria,Europe,2:44:24,""
2008,Beijing,Women,58,"Iuliia Andreeva",Kyrgyzstan,Asia,2:44:41,""
2008,Beijing,Women,59,"Sonia Calizaya",Bolivia,"South America",2:45:53,""
2008,Beijing,Women,60,"Eléni Dónta",Greece,Europe,2:46:44,""
2008,Beijing,Women,61,"Karina Pérez",Mexico,"North America",2:47:02,""
2008,Beijing,Women,62,"Bertha Sánchez",Colombia,"South America",2:47:02,""
2008,Beijing,Women,63,"Pauline Curley",Ireland,Europe,2:47:16,""
2008,Beijing,Women,64,"María José Pueyo",Spain,Europe,2:48:01,""
2008,Beijing,Women,65,"Petra Teveli",Hungary,Europe,2:48:32,""
2008,Beijing,Women,66,"Epiphanie Nyirabarame",Rwanda,Africa,2:49:32,""
2008,Beijing,Women,67,"Zuzana Šaríková",Slovakia,Europe,2:49:39,""
2008,Beijing,Women,68,"Gabriela Traña","Costa Rica","North America",2:53:45,""
2008,Beijing,Women,69,"Oksana Sklyarenko",Ukraine,Europe,2:55:39,""
2012,London,Women,1,"Tiki Gelana",Ethiopia,Africa,2:23:07,OR
2012,London,Women,2,"Priscah Jeptoo",Kenya,Africa,2:23:12,""
2012,London,Women,3,"Tatyana Petrova Arkhipova",Russia,Europe,2:23:29,PB
2012,London,Women,4,"Mary Jepkosgei Keitany",Kenya,Africa,2:23:56,""
2012,London,Women,5,"Tetyana Hamera-Shmyrko",Ukraine,Europe,2:24:32,""
2012,London,Women,6,"Zhu Xiaolin",China,Asia,2:24:48,""
2012,London,Women,7,"Jéssica Augusto",Portugal,Europe,2:25:11,""
2012,London,Women,8,"Valeria Straneo",Italy,Europe,2:25:27,""
2012,London,Women,9,"Albina Mayorova",Russia,Europe,2:25:38,""
2012,London,Women,10,"Shalane Flanagan","United States","North America",2:25:51,""
2012,London,Women,11,"Kara Goucher","United States","North America",2:26:07,""
2012,London,Women,12,"Helalia Johannes",Namibia,Africa,2:26:09,NR
2012,London,Women,13,"Marisa Barros",Portugal,Europe,2:26:13,""
2012,London,Women,14,"Irina Mikitenko",Germany,Europe,2:26:44,""
2012,London,Women,15,"Kim Smith","New Zealand",Oceania,2:26:59,""
2012,London,Women,16,"Ryoko Kizaki",Japan,Asia,2:27:16,""
2012,London,Women,17,"Lisa Jane Weightman",Australia,Oceania,2:27:32,PB
2012,London,Women,18,"Isabellah Andersson",Sweden,Europe,2:27:36,""
2012,London,Women,19,"Yoshimi Ozaki",Japan,Asia,2:27:43,""
2012,London,Women,20,"Edna Kiplagat",Kenya,Africa,2:27:52,""
2012,London,Women,21,"Ana Dulce Félix",Portugal,Europe,2:28:12,""
2012,London,Women,22,"Wang Xueqin",China,Asia,2:28:21,""
2012,London,Women,23,"Mare Dibaba",Ethiopia,Africa,2:28:48,""
2012,London,Women,24,"Hilda Kibet",Netherlands,Europe,2:28:52,""
2012,London,Women,25,"Inés Melchor",Peru,"South America",2:28:54,NR
2012,London,Women,26,"Alessandra Aguilar",Spain,Europe,2:29:19,""
2012,London,Women,27,"Rasa Drazdauskaitė",Lithuania,Europe,2:29:29,PB
2012,London,Women,28,"Diana Lobačevskė",Lithuania,Europe,2:29:32,PB
2012,London,Women,29,"Anna Incerti",Italy,Europe,2:29:38,""
2012,London,Women,30,"Rosaria Console",Italy,Europe,2:30:09,""
2012,London,Women,31,"Diane Nukuri",Burundi,Africa,2:30:13,NR
2012,London,Women,32,"Susanne Hahn",Germany,Europe,2:30:22,""
2012,London,Women,33,"Nastassia Staravoitava",Belarus,Europe,2:30:25,""
2012,London,Women,34,"Sviatlana Kouhan",Belarus,Europe,2:30:26,""
2012,London,Women,35,"René Kalmer","South Africa",Africa,2:30:51,""
2012,London,Women,36,"Karolina Jarzyńska",Poland,Europe,2:30:57,""
2012,London,Women,37,"Souad Aït Salem",Algeria,Africa,2:31:15,""
2012,London,Women,38,"Beata Naigambo",Namibia,Africa,2:31:16,""
2012,London,Women,39,"Jessica Trengove",Australia,Oceania,2:31:17,""
2012,London,Women,40,"Jessica Draskau-Petersson",Denmark,Europe,2:31:43,PB
2012,London,Women,41,"Chung Yun-Hee","South Korea",Asia,2:31:58,""
2012,London,Women,42,"Aselefech Mergia",Ethiopia,Africa,2:32:03,""
2012,London,Women,43,"Gladys Tejeda",Peru,"South America",2:32:07,PB
2012,London,Women,44,"Freya Murray","Great Britain",Europe,2:32:14,""
2012,London,Women,45,"Lidia Șimon",Romania,Europe,2:32:46,SB
2012,London,Women,46,"Marisol Romero",Mexico,"North America",2:33:08,""
2012,London,Women,47,"Adriana Aparecida da Silva",Brazil,"South America",2:33:15,""
2012,London,Women,48,"Olena Burkovska",Ukraine,Europe,2:33:26,""
2012,London,Women,49,"Kim Kum-ok","North Korea",Asia,2:33:30,""
2012,London,Women,50,"Karina Pérez",Mexico,"North America",2:33:30,""
2012,London,Women,51,"Erika Abril",Colombia,"South America",2:33:33,NR
2012,London,Women,52,"Lisa Stublić",Croatia,Europe,2:34:03,""
2012,London,Women,53,"Maja Neuenschwander",Switzerland,Europe,2:34:50,""
2012,London,Women,54,"Andrea Mayr",Austria,Europe,2:34:51,""
2012,London,Women,55,"Wilma Arizapana",Peru,"South America",2:35:09,""
2012,London,Women,56,"Jon Kyong-Hui","North Korea",Asia,2:35:17,""
2012,London,Women,57,"Claire Hallissey","Great Britain",Europe,2:35:39,""
2012,London,Women,58,"Wang Jiali",China,Asia,2:35:46,""
2012,London,Women,59,"Rehaset Mehari",Eritrea,Africa,2:35:49,""
2012,London,Women,60,"Iuliia Andreeva",Kyrgyzstan,Asia,2:36:01,""
2012,London,Women,61,"María Elena Espeso",Spain,Europe,2:36:12,""
2012,London,Women,62,"Lishan Dula",Bahrain,Asia,2:36:20,""
2012,London,Women,63,"Bahar Doğan",Turkey,Asia,2:36:35,""
2012,London,Women,64,"Érika Olivera",Chile,"South America",2:36:41,SB
2012,London,Women,65,"Natalia Cercheș",Moldova,Europe,2:37:13,PB
2012,London,Women,66,"Linda Byrne",Ireland,Europe,2:37:13,""
2012,London,Women,67,"Ivana Sekyrová","Czech Republic",Europe,2:37:14,""
2012,London,Women,68,"Ava Hutchinson",Ireland,Europe,2:37:17,""
2012,London,Women,69,"Natalia Romero",Chile,"South America",2:37:47,""
2012,London,Women,70,"Dailín Belmonte",Cuba,"North America",2:38:08,PB
2012,London,Women,71,"Ana Subotić",Serbia,Europe,2:38:22,""
2012,London,Women,72,"Sultan Haydar",Turkey,Asia,2:38:26,""
2012,London,Women,73,"Samira Raif",Morocco,Africa,2:38:31,SB
2012,London,Women,74,"Kim Mi-Gyong","North Korea",Asia,2:38:33,""
2012,London,Women,75,"Remalda Kergytė",Lithuania,Europe,2:39:01,""
2012,London,Women,76,"Lim Kyung-Hee","South Korea",Asia,2:39:03,""
2012,London,Women,77,"Slađana Perunović",Montenegro,Europe,2:39:07,NR
2012,London,Women,78,"Volha Dubouskaya",Belarus,Europe,2:39:12,""
2012,London,Women,79,"Risa Shigetomo",Japan,Asia,2:40:06,""
2012,London,Women,80,"Amira Ben Amor",Tunisia,Africa,2:40:13,NR
2012,London,Women,81,"Tanith Maxwell","South Africa",Africa,2:40:27,""
2012,London,Women,82,"María Peralta",Argentina,"South America",2:40:50,""
2012,London,Women,83,"Rosa Chacha",Ecuador,"South America",2:40:57,SB
2012,London,Women,84,Triyaningsih,Indonesia,Asia,2:41:15,""
2012,London,Women,85,"Beata Rakonczai",Hungary,Europe,2:41:20,""
2012,London,Women,86,"Constantina Diță",Romania,Europe,2:41:34,""
2012,London,Women,87,"Leena Puotiniemi",Finland,Europe,2:42:01,""
2012,London,Women,88,"Žana Jereb",Slovenia,Europe,2:42:50,""
2012,London,Women,89,"Ümmü Kiraz",Turkey,Asia,2:43:07,""
2012,London,Women,90,"Mamorallo Tjoka",Lesotho,Africa,2:43:15,SB
2012,London,Women,91,"Gabriela Traña","Costa Rica","North America",2:43:17,""
2012,London,Women,92,"Zsofia Erdelyi",Hungary,Europe,2:44:45,""
2012,London,Women,93,"Jane Suuto",Uganda,Africa,2:44:46,""
2012,London,Women,94,"Yolimar Pineda",Venezuela,"South America",2:45:16,""
2012,London,Women,95,"Anikó Kálovics",Hungary,Europe,2:45:55,""
2012,London,Women,96,"Kim Seongeun","South Korea",Asia,2:46:38,""
2012,London,Women,97,"Vanessa Veiga",Spain,Europe,2:46:53,""
2012,London,Women,98,"Dace Lina",Latvia,Europe,2:47:47,""
2012,London,Women,99,"Katarína Berešová",Slovakia,Europe,2:48:11,""
2012,London,Women,100,"Benita Willis",Australia,Oceania,2:49:38,""
2012,London,Women,101,"Claudette Mukasakindi",Rwanda,Africa,2:51:07,""
2012,London,Women,102,"Otgonbayar Luvsanlundeg",Mongolia,Asia,2:52:15,""
2012,London,Women,103,"Evelin Talts",Estonia,Europe,2:54:15,""
2012,London,Women,104,"Konstadina Kefala",Greece,Europe,3:01:18,""
2012,London,Women,105,"Ni Lar San",Myanmar,Asia,3:04:27,""
2012,London,Women,106,"Juventina Napoleão","East Timor",Asia,3:05:07,PB
2012,London,Women,107,"Caitriona Jennings",Ireland,Europe,3:22:11,""
2016,"Rio de Janeiro",Women,1,"Jemima Sumgong",Kenya,Africa,2:24:04,""
2016,"Rio de Janeiro",Women,2,"Eunice Kirwa",Bahrain,Asia,2:24:13,""
2016,"Rio de Janeiro",Women,3,"Mare Dibaba",Ethiopia,Africa,2:24:30,""
2016,"Rio de Janeiro",Women,4,"Tirfi Tsegaye",Ethiopia,Africa,2:24:47,""
2016,"Rio de Janeiro",Women,5,"Volha Mazuronak",Belarus,Europe,2:24:48,""
2016,"Rio de Janeiro",Women,6,"Shalane Flanagan","United States","North America",2:25:26,SB
2016,"Rio de Janeiro",Women,7,"Desiree Linden","United States","North America",2:26:08,SB
2016,"Rio de Janeiro",Women,8,"Rose Chelimo",Bahrain,Asia,2:27:36,""
2016,"Rio de Janeiro",Women,9,"Amy Cragg","United States","North America",2:28:25,""
2016,"Rio de Janeiro",Women,10,"Kim Hye-song","North Korea",Asia,2:28:36,SB
2016,"Rio de Janeiro",Women,11,"Kim Hye-gyong","North Korea",Asia,2:28:36,""
2016,"Rio de Janeiro",Women,12,"Jeļena Prokopčuka",Latvia,Europe,2:29:32,""
2016,"Rio de Janeiro",Women,13,"Valeria Straneo",Italy,Europe,2:29:44,SB
2016,"Rio de Janeiro",Women,14,"Kayoko Fukushi",Japan,Asia,2:29:53,""
2016,"Rio de Janeiro",Women,15,"Gladys Tejeda",Peru,"South America",2:29:55,SB
2016,"Rio de Janeiro",Women,16,"Ana Dulce Félix",Portugal,Europe,2:30:39,""
2016,"Rio de Janeiro",Women,17,"Diana Lobačevskė",Lithuania,Europe,2:30:48,""
2016,"Rio de Janeiro",Women,18,"Milly Clark",Australia,Oceania,2:30:53,""
2016,"Rio de Janeiro",Women,19,"Tomomi Tanaka",Japan,Asia,2:31:12,""
2016,"Rio de Janeiro",Women,20,"Fionnuala McCormack",Ireland,Europe,2:31:22,PB
2016,"Rio de Janeiro",Women,21,"Iwona Lewandowska",Poland,Europe,2:31:41,""
2016,"Rio de Janeiro",Women,22,"Jessica Trengove",Australia,Oceania,2:31:44,""
2016,"Rio de Janeiro",Women,23,"Monika Stefanowicz",Poland,Europe,2:32:49,""
2016,"Rio de Janeiro",Women,24,"Lanni Marchant",Canada,"North America",2:33:08,""
2016,"Rio de Janeiro",Women,25,"Catherine Bertone",Italy,Europe,2:33:29,""
2016,"Rio de Janeiro",Women,26,"Eva Vrabcová-Nývltová","Czech Republic",Europe,2:33:51,""
2016,"Rio de Janeiro",Women,27,"Lilia Fisikowici",Moldova,Europe,2:34:05,PB
2016,"Rio de Janeiro",Women,28,"Alyson Dixon","Great Britain",Europe,2:34:11,""
2016,"Rio de Janeiro",Women,29,"Maja Neuenschwander",Switzerland,Europe,2:34:27,""
2016,"Rio de Janeiro",Women,30,"Sonia Samuels","Great Britain",Europe,2:34:36,""
2016,"Rio de Janeiro",Women,31,"Lisa Jane Weightman",Australia,Oceania,2:34:41,""
2016,"Rio de Janeiro",Women,32,"Madaí Pérez",Mexico,"North America",2:34:42,""
2016,"Rio de Janeiro",Women,33,"Olha Kotovska",Ukraine,Europe,2:34:57,SB
2016,"Rio de Janeiro",Women,34,"Azucena Díaz",Spain,Europe,2:35:02,""
2016,"Rio de Janeiro",Women,35,"Krista DuChene",Canada,"North America",2:35:29,""
2016,"Rio de Janeiro",Women,36,"Jovana de la Cruz",Peru,"South America",2:35:49,""
2016,"Rio de Janeiro",Women,37,"Rasa Drazdauskaitė",Lithuania,Europe,2:35:50,""
2016,"Rio de Janeiro",Women,38,"Vaida Žūsinaitė",Lithuania,Europe,2:35:53,""
2016,"Rio de Janeiro",Women,39,"Yiu Kit Ching","Hong Kong",Asia,2:36:11,NR
2016,"Rio de Janeiro",Women,40,"Jessica Draskau-Petersson",Denmark,Europe,2:36:14,""
2016,"Rio de Janeiro",Women,41,"Beata Naigambo",Namibia,Africa,2:36:32,""
2016,"Rio de Janeiro",Women,42,"Ahn Seul-ki","South Korea",Asia,2:36:50,""
2016,"Rio de Janeiro",Women,43,"Angie Orjuela",Colombia,"South America",2:37:05,""
2016,"Rio de Janeiro",Women,44,"Anja Scherl",Germany,Europe,2:37:23,""
2016,"Rio de Janeiro",Women,45,"Maryna Damantsevich",Belarus,Europe,2:37:34,""
2016,"Rio de Janeiro",Women,46,"Mai Ito",Japan,Asia,2:37:37,""
2016,"Rio de Janeiro",Women,47,"Veerle Dejaeghere",Belgium,Europe,2:37:39,""
2016,"Rio de Janeiro",Women,48,"Margarita Hernández",Mexico,"North America",2:38:15,""
2016,"Rio de Janeiro",Women,49,"Kim Kum-ok","North Korea",Asia,2:38:24,""
2016,"Rio de Janeiro",Women,50,"Kenza Dahmani",Algeria,Africa,2:38:37,""
2016,"Rio de Janeiro",Women,51,"Anne-Mari Hyryläinen",Finland,Europe,2:39:02,""
2016,"Rio de Janeiro",Women,52,"Zsófia Erdélyi",Hungary,Europe,2:39:04,""
2016,"Rio de Janeiro",Women,53,"Yue Chao",China,Asia,2:39:09,""
2016,"Rio de Janeiro",Women,54,"Sitora Hamidova",Uzbekistan,Asia,2:39:45,PB
2016,"Rio de Janeiro",Women,55,"Anne Holm Baumeister",Denmark,Europe,2:39:49,""
2016,"Rio de Janeiro",Women,56,"Helalia Johannes",Namibia,Africa,2:39:55,""
2016,"Rio de Janeiro",Women,57,"Lizzie Lee",Ireland,Europe,2:39:57,""
2016,"Rio de Janeiro",Women,58,"Esma Aydemir",Turkey,Asia,2:39:59,""
2016,"Rio de Janeiro",Women,59,"Iuliia Andreeva",Kyrgyzstan,Asia,2:40:34,""
2016,"Rio de Janeiro",Women,60,"Andrea Deelstra",Netherlands,Europe,2:40:49,""
2016,"Rio de Janeiro",Women,61,"Ilona Marhele",Latvia,Europe,2:41:02,""
2016,"Rio de Janeiro",Women,62,"Viktoriia Poliudina",Kyrgyzstan,Asia,2:41:37,""
2016,"Rio de Janeiro",Women,63,"Dina Lebo Phalula","South Africa",Africa,2:41:46,""
2016,"Rio de Janeiro",Women,64,"Andrea Mayr",Austria,Europe,2:41:52,""
2016,"Rio de Janeiro",Women,65,"Krisztina Papp",Hungary,Europe,2:42:03,""
2016,"Rio de Janeiro",Women,66,"Svitlana Stanko-Klymenko",Ukraine,Europe,2:42:26,""
2016,"Rio de Janeiro",Women,67,"Mayada Al-Sayad",Palestine,Asia,2:42:28,""
2016,"Rio de Janeiro",Women,68,"Nyakisi Adero",Uganda,Africa,2:42:39,SB
2016,"Rio de Janeiro",Women,69,"Adriana Aparecida da Silva",Brazil,"South America",2:43:22,""
2016,"Rio de Janeiro",Women,70,"Lim Kyung-hee","South Korea",Asia,2:43:31,""
2016,"Rio de Janeiro",Women,71,"Beverly Ramos","Puerto Rico","North America",2:43:52,""
2016,"Rio de Janeiro",Women,72,"Munkhzaya Bayartsogt",Mongolia,Asia,2:43:55,""
2016,"Rio de Janeiro",Women,73,"Erika Abril",Colombia,"South America",2:44:05,""
2016,"Rio de Janeiro",Women,74,"Manuela Soccol",Belgium,Europe,2:44:18,""
2016,"Rio de Janeiro",Women,75,"Alina Armas",Namibia,Africa,2:44:20,""
2016,"Rio de Janeiro",Women,76,"Breege Connolly",Ireland,Europe,2:44:41,""
2016,"Rio de Janeiro",Women,77,"Marina Khmelevskaya",Uzbekistan,Asia,2:45:06,""
2016,"Rio de Janeiro",Women,78,"Marily dos Santos",Brazil,"South America",2:45:08,""
2016,"Rio de Janeiro",Women,79,"Hua Shaoqing",China,Asia,2:45:09,""
2016,"Rio de Janeiro",Women,80,"Nebiat Habtemariam",Eritrea,Africa,2:45:21,""
2016,"Rio de Janeiro",Women,81,"Anna Hahner",Germany,Europe,2:45:32,""
2016,"Rio de Janeiro",Women,82,"Lisa Hahner",Germany,Europe,2:45:33,""
2016,"Rio de Janeiro",Women,83,"Tünde Szabó",Hungary,Europe,2:45:37,""
2016,"Rio de Janeiro",Women,84,"Els Rens",Belgium,Europe,2:45:52,""
2016,"Rio de Janeiro",Women,85,"Luvsanlkhündegiin Otgonbayar",Mongolia,Asia,2:45:55,""
2016,"Rio de Janeiro",Women,86,"Visiline Jepkesho",Kenya,Africa,2:46:05,""
2016,"Rio de Janeiro",Women,87,"Nataliya Lehonkova",Ukraine,Europe,2:46:08,""
2016,"Rio de Janeiro",Women,88,"Ourania Rebouli",Greece,Europe,2:46:32,""
2016,"Rio de Janeiro",Women,89,"O. P. Jaisha",India,Asia,2:47:19,""
2016,"Rio de Janeiro",Women,90,"Maor Tiyouri",Israel,Asia,2:47:27,""
2016,"Rio de Janeiro",Women,91,"Jane Vongvorachoti",Thailand,Asia,2:47:27,""
2016,"Rio de Janeiro",Women,92,"Rutendo Nyahora",Zimbabwe,Africa,2:47:32,""
2016,"Rio de Janeiro",Women,93,"Yolimar Pineda",Venezuela,"South America",2:47:34,""
2016,"Rio de Janeiro",Women,94,"Mariya Korobitskaya",Kyrgyzstan,Asia,2:47:53,""
2016,"Rio de Janeiro",Women,95,"Silvia Paredes",Ecuador,"South America",2:48:01,""
2016,"Rio de Janeiro",Women,96,"Christine Kalmer","South Africa",Africa,2:48:24,""
2016,"Rio de Janeiro",Women,97,"Lily Luik",Estonia,Europe,2:48:29,""
2016,"Rio de Janeiro",Women,98,"Tereza Master",Malawi,Africa,2:48:34,NR
2016,"Rio de Janeiro",Women,99,"María Elena Calle",Ecuador,"South America",2:48:39,""
2016,"Rio de Janeiro",Women,100,"Rosa Chacha",Ecuador,"South America",2:48:52,""
2016,"Rio de Janeiro",Women,101,"Paula Todoran",Romania,Europe,2:48:54,""
2016,"Rio de Janeiro",Women,102,"Dailín Belmonte",Cuba,"North America",2:48:58,""
2016,"Rio de Janeiro",Women,103,"Sofia Riga",Greece,Europe,2:49:07,""
2016,"Rio de Janeiro",Women,104,"Matea Matošević",Croatia,Europe,2:50:00,""
2016,"Rio de Janeiro",Women,105,"Érika Olivera",Chile,"South America",2:50:29,""
2016,"Rio de Janeiro",Women,106,"Ariana Hilborn",Latvia,Europe,2:50:51,""
2016,"Rio de Janeiro",Women,107,"Katarína Berešová",Slovakia,Europe,2:50:54,""
2016,"Rio de Janeiro",Women,108,"Militsa Mircheva",Bulgaria,Europe,2:51:06,""
2016,"Rio de Janeiro",Women,109,"Chirine Njeim",Lebanon,Asia,2:51:08,""
2016,"Rio de Janeiro",Women,110,"Rosa Godoy",Argentina,"South America",2:52:31,""
2016,"Rio de Janeiro",Women,111,"Sultan Haydar",Turkey,Asia,2:53:57,""
2016,"Rio de Janeiro",Women,112,"Meryem Erdoğan",Turkey,Asia,2:54:04,""
2016,"Rio de Janeiro",Women,113,"Hsieh Chien-ho","Chinese Taipei",Asia,2:54:18,""
2016,"Rio de Janeiro",Women,114,"Leila Luik",Estonia,Europe,2:54:38,""
2016,"Rio de Janeiro",Women,115,"Carmen Martínez",Paraguay,"South America",2:56:43,""
2016,"Rio de Janeiro",Women,116,"Lucia Kimani","Bosnia and Herzegovina",Europe,2:58:22,""
2016,"Rio de Janeiro",Women,117,"Rosemary Quispe",Bolivia,"South America",2:58:32,""
2016,"Rio de Janeiro",Women,118,"Panayiota Vlahaki",Greece,Europe,2:59:12,""
2016,"Rio de Janeiro",Women,119,"Marija Vrajić",Croatia,Europe,2:59:24,""
2016,"Rio de Janeiro",Women,120,"Kavita Tungar",India,Asia,2:59:29,""
2016,"Rio de Janeiro",Women,121,"Sara Ramadhani",Tanzania,Africa,3:00:03,""
2016,"Rio de Janeiro",Women,122,"Irina Smolnikova",Kazakhstan,Asia,3:00:31,""
2016,"Rio de Janeiro",Women,123,"Natalia Romero",Chile,"South America",3:01:29,""
2016,"Rio de Janeiro",Women,124,"Mary Joy Tabal",Philippines,Asia,3:02:27,""
2016,"Rio de Janeiro",Women,125,"Viviana Chavez",Argentina,"South America",3:03:23,""
2016,"Rio de Janeiro",Women,126,"Claudette Mukasakindi",Rwanda,Africa,3:05:57,""
2016,"Rio de Janeiro",Women,127,"Chen Yu-hsuan","Chinese Taipei",Asia,3:09:13,""
2016,"Rio de Janeiro",Women,128,"Graciete Santana",Brazil,"South America",3:09:15,""
2016,"Rio de Janeiro",Women,129,"Niluka Geethani Rajasekara","Sri Lanka",Asia,3:11:05,""
2016,"Rio de Janeiro",Women,130,"Natthaya Thanaronnawat",Thailand,Asia,3:11:31,""
2016,"Rio de Janeiro",Women,131,"Neo Jie Shi",Singapore,Asia,3:15:18,""
2016,"Rio de Janeiro",Women,132,"Sarah Attar","Saudi Arabia",Asia,3:16:11,""
2016,"Rio de Janeiro",Women,133,"Nary Ly",Cambodia,Asia,3:20:20,""
2020,Tokyo,Women,1,"Peres Jepchirchir",Kenya,Africa,2:27:20,SB
2020,Tokyo,Women,2,"Brigid Kosgei",Kenya,Africa,2:27:36,SB
2020,Tokyo,Women,3,"Molly Seidel","United States","North America",2:27:46,SB
2020,Tokyo,Women,4,"Roza Dereje",Ethiopia,Africa,2:28:38,SB
2020,Tokyo,Women,5,"Volha Mazuronak",Belarus,Europe,2:29:06,SB
2020,Tokyo,Women,6,"Melat Yisak Kejeta",Germany,Europe,2:29:16,SB
2020,Tokyo,Women,7,"Eunice Chumba",Bahrain,Asia,2:29:36,""
2020,Tokyo,Women,8,"Mao Ichiyama",Japan,Asia,2:30:13,""
2020,Tokyo,Women,9,"Malindi Elmore",Canada,"North America",2:30:59,SB
2020,Tokyo,Women,10,"Sinead Diver",Australia,Oceania,2:31:14,SB
2020,Tokyo,Women,11,"Helalia Johannes",Namibia,Africa,2:31:22,SB
2020,Tokyo,Women,12,"Fabienne Schlumpf",Switzerland,Europe,2:31:36,""
2020,Tokyo,Women,13,"Natasha Wodak",Canada,"North America",2:31:41,SB
2020,Tokyo,Women,14,"Karolina Jarzyńska",Poland,Europe,2:32:04,SB
2020,Tokyo,Women,15,"Gerda Steyn","South Africa",Africa,2:32:10,""
2020,Tokyo,Women,16,"Immaculate Chemutai",Uganda,Africa,2:32:23,""
2020,Tokyo,Women,17,"Sally Kipyego","United States","North America",2:32:53,SB
2020,Tokyo,Women,18,"Deborah Schöneborn",Germany,Europe,2:33:08,SB
2020,Tokyo,Women,19,"Ayuko Suzuki",Japan,Asia,2:33:14,SB
2020,Tokyo,Women,20,"Neheng Khatala",Lesotho,Africa,2:33:15,""
2020,Tokyo,Women,21,"Matea Parlov Koštro",Croatia,Europe,2:33:18,SB
2020,Tokyo,Women,22,"Carolina Wikström",Sweden,Europe,2:33:19,SB
2020,Tokyo,Women,23,"Ellie Pashley",Australia,Oceania,2:33:39,SB
2020,Tokyo,Women,24,"Failuna Abdi Matanga",Tanzania,Africa,2:33:58,SB
2020,Tokyo,Women,25,"Fionnuala McCormack",Ireland,Europe,2:34:09,SB
2020,Tokyo,Women,26,"Lisa Jane Weightman",Australia,Oceania,2:34:19,SB
2020,Tokyo,Women,27,"Gladys Tejeda",Peru,"South America",2:34:21,SB
2020,Tokyo,Women,28,"Mieke Gorissen",Belgium,Europe,2:34:24,""
2020,Tokyo,Women,29,"Elena Loyo",Spain,Europe,2:34:38,SB
2020,Tokyo,Women,30,"Carla Salomé Rocha",Portugal,Europe,2:34:52,SB
2020,Tokyo,Women,31,"Katharina Steinruck",Germany,Europe,2:35:00,""
2020,Tokyo,Women,32,"Giovanna Epis",Italy,Europe,2:35:09,SB
2020,Tokyo,Women,33,"Honami Maeda",Japan,Asia,2:35:28,""
2020,Tokyo,Women,34,"Choi Kyung-sun","South Korea",Asia,2:35:33,SB
2020,Tokyo,Women,35,"Aleksandra Lisowska",Poland,Europe,2:35:33,""
2020,Tokyo,Women,36,"Darya Maslova",Kyrgyzstan,Asia,2:35:35,SB
2020,Tokyo,Women,37,"Marta Galimany",Spain,Europe,2:35:39,SB
2020,Tokyo,Women,38,"Susan Jeptooo Kipsang",France,Europe,2:36:29,SB
2020,Tokyo,Women,39,"Stephanie Davis","Great Britain",Europe,2:36:33,""
2020,Tokyo,Women,40,"Jovana de la Cruz",Peru,"South America",2:36:38,""
2020,Tokyo,Women,41,"Rosa Chacha",Ecuador,"South America",2:36:44,""
2020,Tokyo,Women,42,"Yevheniya Prokofyeva",Ukraine,Europe,2:36:47,SB
2020,Tokyo,Women,43,"Nazret Weldu",Eritrea,Africa,2:37:01,""
2020,Tokyo,Women,44,"Andrea Deelstra",Netherlands,Europe,2:37:05,SB
2020,Tokyo,Women,45,"Bayartsogtyn Mönkhzayaa",Mongolia,Asia,2:37:08,SB
2020,Tokyo,Women,46,"Zhanna Mamazhanova",Kazakhstan,Asia,2:37:42,""
2020,Tokyo,Women,47,"Zhang Deshun",China,Asia,2:37:45,""
2020,Tokyo,Women,48,"Maor Tiyouri",Israel,Asia,2:37:52,""
2020,Tokyo,Women,49,"Hanne Verbruggen",Belgium,Europe,2:38:03,SB
2020,Tokyo,Women,50,"Nina Savina",Belarus,Europe,2:38:41,SB
2020,Tokyo,Women,51,"Martina Strähl",Switzerland,Europe,2:39:25,SB
2020,Tokyo,Women,52,"Marcela Joglová","Czech Republic",Europe,2:39:29,""
2020,Tokyo,Women,53,"Bojana Bjeljac",Croatia,Europe,2:39:32,SB
2020,Tokyo,Women,54,"Lilia Fisikovici",Moldova,Europe,2:39:59,SB
2020,Tokyo,Women,55,"Angie Orjuela",Colombia,"South America",2:40:04,SB
2020,Tokyo,Women,56,"Rkia El Moukim",Morocco,Africa,2:40:10,SB
2020,Tokyo,Women,57,"Ahn Seul-ki","South Korea",Asia,2:41:11,SB
2020,Tokyo,Women,58,"Tereza Hrochová","Czech Republic",Europe,2:42:25,""
2020,Tokyo,Women,59,"Angelika Mach",Poland,Europe,2:42:26,""
2020,Tokyo,Women,60,"Andrea Bonilla",Ecuador,"South America",2:43:30,SB
